"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"1700110C19Rik",59.375324639302,0.196978512986722,0.108362755823186,1.81776950475614,0.0690993694172073,0.153170716602952,0.196978512986722,"1700110C19Rik",0.156346159249589
"Gpr4",57.5006484305335,-0.306169122278628,0.168431412801997,-1.81776734627614,0.069099699461601,0.153170716602952,-0.306169122278628,"Gpr4",-0.208720113600786
"Hyal3",11.6127074440269,0.491081174430767,0.270202124424741,1.81745859872966,0.0691469221346702,0.153256505423805,0.491081174430767,"Hyal3",0.263748507089017
"2610203C22Rik",40.1335139488872,0.324757565822426,0.178706499503866,1.81726779229649,0.0691761190666301,0.153302325965058,0.324757565822426,"2610203C22Rik",0.215872140543382
"Tnxb",131.089599869408,-0.282851064519478,0.155679307563666,-1.81688285325785,0.0692350527191642,0.153414027129098,-0.282851064519478,"Tnxb",-0.1989930916364
"Tafazzin",247.654658591304,-0.128705803827527,0.0708429360547785,-1.81677681636468,0.0692512940683045,0.153430104433687,-0.128705803827527,"Tafazzin",-0.112804674022353
"Gm56494",27.3165396344865,-0.418624376358698,0.230428151412278,-1.81672410160381,0.0692593693927,0.153430104433687,-0.418624376358698,"Gm56494",-0.245994868077666
"Rpsa",580.488425926855,0.136419191957579,0.0751066905842339,1.81633874287912,0.0693184256268114,0.153542020113772,0.136419191957579,"Rpsa",0.118224044426218
"Gm62146",25.6627321222873,-0.33221884567886,0.182926501928029,-1.81613293960855,0.0693499819204717,0.153593002687059,-0.33221884567886,"Gm62146",-0.218543488866458
"Ticam1",74.2925802238492,0.167465527377227,0.0922901089259237,1.8145555284981,0.0695922419825276,0.154110571817008,0.167465527377227,"Ticam1",0.138647203860895
"Rarres2",908.524369312358,0.196318517427745,0.108209045088211,1.8142523785115,0.0696388795083025,0.154194864808116,0.196318517427745,"Rarres2",0.155856121343712
"Gm45809",14.7072150119881,-0.439347378041101,0.242263814692014,-1.81350804947753,0.069753498231759,0.154429642934074,-0.439347378041101,"Gm45809",-0.251099115800449
"Tbx18",87.9807748310479,-0.245599132564866,0.135454562100217,-1.81314773571936,0.0698090383071366,0.154533583137496,-0.245599132564866,"Tbx18",-0.181744157342779
"Unc93a2",14.7487116456059,-0.659373829199189,0.363729940115301,-1.81281152986793,0.0698608950363765,0.154629345080515,-0.659373829199189,"Unc93a2",-0.290772796097338
"Lin7c",290.083279608977,0.112445449392455,0.0620325343458286,1.81268507853599,0.0698804071980764,0.154653501152283,0.112445449392455,"Lin7c",0.100842577263631
