"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"Nup43",22.5446214500947,0.128814071003836,0.1742196026564,0.739377596089957,0.459677742642917,0.533748475092028,0.128814071003836,"Nup43",0.101787763650005
"Stard4",90.8220233132367,-0.100023511416498,0.13533115093719,-0.739101904652541,0.459845120387485,0.533891236887493,-0.100023511416498,"Stard4",-0.0839867276449522
"E330011O21Rik",10.8054229580658,0.226489735787202,0.306449319785184,0.7390772997831,0.459860060150175,0.533891236887493,0.226489735787202,"E330011O21Rik",0.150170657748566
"B230398E01Rik",27.8900535087309,-0.146653261627384,0.198479156421614,-0.738884950296038,0.459976861667087,0.533974219247395,-0.146653261627384,"B230398E01Rik",-0.111909186860766
"Mgarp",7.17223008639128,0.411998808467215,0.557612805510734,0.738861813063731,0.459990912544153,0.533974219247395,0.411998808467215,"Mgarp",0.196051210772893
"Mars2",47.0473857820358,-0.0888053475629719,0.120510728491032,-0.7369082294576,0.461178159156802,0.535317868382977,-0.0888053475629719,"Mars2",-0.0764284428380576
"Pja1",229.452144435519,-0.0618983504007172,0.084065191035607,-0.736313682728673,0.461539821168161,0.535703099092059,-0.0618983504007172,"Pja1",-0.0566827842503837
"Elp2",233.288891272175,-0.0417439646157878,0.0567079949524534,-0.73612132911396,0.461656863532782,0.535804371652617,-0.0417439646157878,"Elp2",-0.0399037237129815
"Gm43437",10.3314230806297,-0.187578506822419,0.25489700348169,-0.735899223059689,0.461792030130245,0.535926664984035,-0.187578506822419,"Gm43437",-0.132760928965589
"5430400D12Rik",9.39093664511304,0.235695748180562,0.320330482004787,0.735789322032239,0.461858920530355,0.535969710604488,0.235695748180562,"5430400D12Rik",0.153516376446621
"Per2",142.328547252767,0.114803932242216,0.156044973474112,0.735710543481631,0.46190687180697,0.53599077395614,0.114803932242216,"Per2",0.0932463254933106
"Aplf",37.5221544762202,0.116291156025279,0.158094859735694,0.735578349730645,0.461987342328728,0.536035534206824,0.116291156025279,"Aplf",0.0941535248325665
"Eaf1",89.195531387002,-0.0700837667335966,0.0952808609092752,-0.735549259995974,0.462005051221738,0.536035534206824,-0.0700837667335966,"Eaf1",-0.0629704198423009
"Usp19",434.949634138231,-0.0407340627799826,0.0553978244242185,-0.735300766832544,0.462156341294364,0.536176479037634,-0.0407340627799826,"Usp19",-0.039010296383103
"Gm59965",7.65077080186247,0.251444161123318,0.342314494685608,0.734541379424357,0.462618850384375,0.536678447046786,0.251444161123318,"Gm59965",0.159244778738966
"Usp35",36.4025635185581,0.155519019564287,0.211918542596094,0.733862255086847,0.463032693400426,0.537123897033219,0.155519019564287,"Usp35",0.11646884916807
"1110035H17Rik",10.3598923828969,0.232547646129291,0.317022153095025,0.733537526822571,0.463230648374864,0.537298681275555,0.232547646129291,"1110035H17Rik",0.152078349104128
"Gm27029",9.71475253067024,-0.204929999106078,0.27937999615282,-0.733517080421111,0.463243114118761,0.537298681275555,-0.204929999106078,"Gm27029",-0.14055985425337
"Rpsa",580.488425926855,0.0549776351816483,0.0749588370614191,0.733437675088277,0.463291527664516,0.537320184200025,0.0549776351816483,"Rpsa",0.0511061399014565
"Enox1",27.0529045345029,0.135952630329058,0.185461431800661,0.733050688809433,0.463527514109415,0.537557112405673,0.135952630329058,"Enox1",0.105651369642782
"Gm75324",7.27624103405371,-0.262067368389414,0.357524833620681,-0.7330046579854,0.463555588424996,0.537557112405673,-0.262067368389414,"Gm75324",-0.162755521783211
"Cul7",132.397640394322,-0.0717314597090086,0.097896878387526,-0.732724688371153,0.463726362999317,0.53772047997587,-0.0717314597090086,"Cul7",-0.0641614659935474
"Mfsd9",36.6752955992712,-0.0980697650060022,0.1338616971412,-0.732620063098082,0.463790190834342,0.537759822869164,-0.0980697650060022,"Mfsd9",-0.0825338715520954
"E2f4",99.7453070510997,-0.0598589942909529,0.0817185871461908,-0.732501581113583,0.463862478020906,0.537808968586606,-0.0598589942909529,"E2f4",-0.0550291119597643
"Phactr2",410.172955370255,-0.0492098117874679,0.0671972617447723,-0.73231870629455,0.463974064312496,0.537903668990882,-0.0492098117874679,"Phactr2",-0.0463111901944085
"Gm56524",22.091043436486,0.137126047816058,0.187328457079403,0.732008633146081,0.464163298447576,0.538088371632491,0.137126047816058,"Gm56524",0.106272749897693
"ENSMUSG00000097320_Tmem147os",14.9341932914888,0.206991178631565,0.282816761955843,0.731891480547689,0.464234806534631,0.538136583548072,0.206991178631565,"ENSMUSG00000097320_Tmem147os",0.141340939887072
"Cgref1",13.0017663286902,0.277002093573637,0.378751098427447,0.731356541865447,0.464561402531222,0.538452579319639,0.277002093573637,"Cgref1",0.167367089734679
"Gm57301",18.8334872989756,0.13776607048101,0.188373079540152,0.731346914417489,0.464567281545766,0.538452579319639,0.13776607048101,"Gm57301",0.106605976365505
"Gm34516",29.8194313516537,-0.473156006431821,0.647115273910302,-0.73117731184538,0.464670856380954,0.538537922731351,-0.473156006431821,"Gm34516",-0.199097280494141
"Gm45540",30.2055087835818,0.232186138002679,0.317659181579136,0.730928465056301,0.464822848228597,0.53867936522162,0.232186138002679,"Gm45540",0.151691667054115
"AW112010",360.54187203951,0.0948264607304322,0.129756490540679,0.730803217128504,0.464899358224944,0.538733319826934,0.0948264607304322,"AW112010",0.0803458012614065
"Pim1",184.472641153383,0.0994104105915823,0.136090748487536,0.730471480952189,0.465102039197824,0.538933467144186,0.0994104105915823,"Pim1",0.0833520650737982
"Serpina1e",12.7748840395964,0.729360959483027,0.999053092681571,0.730052251302621,0.465358246350349,0.539195607734161,0.729360959483027,"Serpina1e",0.193917450051109
"Ppcdc",113.632793610305,-0.082131518689571,0.112554010316677,-0.729707617334016,0.465568923987463,0.539404964367335,-0.082131518689571,"Ppcdc",-0.0716392379200077
"Gm57409",20.0681106610379,0.191982542280364,0.263714383572218,0.727994202211538,0.466617135396976,0.54057989188381,0.191982542280364,"Gm57409",0.134285452667327
"Pnrc2",362.832390668662,-0.03250040294839,0.044646370767638,-0.727951732460815,0.466643133625488,0.54057989188381,-0.03250040294839,"Pnrc2",-0.0315667558017339
"Dmrta2",6.37433978556278,0.230244441360082,0.316564901619239,0.727321443983127,0.467029064685682,0.5409921270971,0.230244441360082,"Dmrta2",0.150594051989449
"Themis",11.8507823858688,-0.588697822588011,0.810454973970952,-0.726379430683969,0.467606197397532,0.541625777073158,-0.588697822588011,"Themis",-0.198826494339866
"Krba1",42.4855888987343,0.116454205551487,0.160422665799966,0.725921146932542,0.467887111815099,0.541916259456911,0.116454205551487,"Krba1",0.0939186707302699
"Dennd6b",27.3213711748669,0.139329736537068,0.191954410344674,0.725848060937421,0.467931920016126,0.541933259073409,0.139329736537068,"Dennd6b",0.107241324466239
"Lrp2",64.2555251430783,-0.789888109054951,1.08869689526429,-0.725535373978629,0.468123651710476,0.542120107076856,-0.789888109054951,"Lrp2",-0.188584628308174
"Gm10101",16.6729050604233,0.169947048980708,0.234252485048836,0.725486642949713,0.468153536256962,0.542120107076856,0.169947048980708,"Gm10101",0.123476785852823
"Cry1",51.254455464305,0.122362565534964,0.168699478406735,0.725328653595163,0.468250431281699,0.542197402757525,0.122362565534964,"Cry1",0.0974428256464976
"Rap2b",296.484958248459,0.0667930765596964,0.0921117250009015,0.725131100943367,0.46837160613842,0.542302800824361,0.0667930765596964,"Rap2b",0.0603340057645486
"Stat4",17.7869454769377,0.298026707872248,0.41113316353834,0.724890946055865,0.468518935735499,0.54243846656831,0.298026707872248,"Stat4",0.172540916367578
"Wnt9a",35.6328853181229,0.141433623293312,0.195137420063789,0.724789859613183,0.4685809576549,0.54245516254433,0.141433623293312,"Wnt9a",0.108365750189877
"Pvr",188.010923503775,-0.0854829453501641,0.117945069227158,-0.724769131175183,0.468593676217683,0.54245516254433,-0.0854829453501641,"Pvr",-0.0738752380211084
"Hnrnpf",59.5191639857176,-0.0778656398783429,0.107506971100626,-0.724284565746543,0.468891050492939,0.54276447639117,-0.0778656398783429,"Hnrnpf",-0.0685030996961931
"Hoxd10",13.0701938528155,0.447832367402713,0.618513564321195,0.724046153933907,0.46903740040257,0.542898943538234,0.447832367402713,"Hoxd10",0.195855210290185
"Serac1",6.45414560398422,0.240136074189808,0.331778110340773,0.723785164558209,0.469197638594135,0.54302181354632,0.240136074189808,"Serac1",0.154020154067164
"Zfp583",15.4864920528706,-0.135816277373485,0.187649883896346,-0.723774907574723,0.469203936635347,0.54302181354632,-0.135816277373485,"Zfp583",-0.105173392357957
"Ctnnb1",863.758377425394,0.0357195433158922,0.0493687267468245,0.723525714954554,0.46935696142498,0.543163962693971,0.0357195433158922,"Ctnnb1",0.0344876260463366
"Zfp653",42.1436671592423,0.0908165289872123,0.125614416196393,0.722978554031761,0.469693060091467,0.543517942405271,0.0908165289872123,"Zfp653",0.0774714424578526
"Sulf2",598.422598442034,-0.0947729593899624,0.13116143156324,-0.722567284150657,0.469945773971985,0.543775391833513,-0.0947729593899624,"Sulf2",-0.0800999561753972
"H2-Q5",4.91433401227271,0.282318432626499,0.390771339187554,0.722464531849912,0.470008924125092,0.543813477601409,0.282318432626499,"H2-Q5",0.167827647822171
"Shank3",25.6660403297752,-0.211867637839776,0.293333016686266,-0.722276817772541,0.470124302724619,0.543901212764185,-0.211867637839776,"Shank3",-0.142664507277547
"Rccd1",40.8368852599706,-0.124599707125444,0.172517763445425,-0.722242768727173,0.470145232672344,0.543901212764185,-0.124599707125444,"Rccd1",-0.0986461354099896
"Shisa5",589.922662208963,0.058794282872192,0.0814343994624666,0.721983378772143,0.470304696569685,0.544050699286234,0.058794282872192,"Shisa5",0.0540727949942236
"Glcci1",8.47154114409348,-0.198726387515722,0.275446648410776,-0.721469615485609,0.470620628475077,0.544381157872065,-0.198726387515722,"Glcci1",-0.13688156882721
"Tmem108",9.40569493384251,0.517307181824266,0.717761637836598,0.720722806227816,0.47108007776284,0.544877574189225,0.517307181824266,"Tmem108",0.197620166968463
"Lin37",53.2854044457534,0.0799888490904377,0.11101535676822,0.720520578584816,0.471204534086848,0.544986479974667,0.0799888490904377,"Lin37",0.0699455616843906
"Myef2",91.4800142582425,0.061950179228118,0.0860690626860762,0.719772904395065,0.471664830325551,0.545483773034682,0.061950179228118,"Myef2",0.0565338158856051
"Cd74",1005.87404300548,0.0567400051833583,0.0789079525651711,0.719065738481758,0.472100416158705,0.545952426221981,0.0567400051833583,"Cd74",0.0524015915127651
"Siah1b",36.410017688682,0.0939093254533687,0.130795807132459,0.717984219159756,0.472767017156256,0.546688155495205,0.0939093254533687,"Siah1b",0.0794110543741569
"Dhrs7c",2.43801968932893,1.04904584387597,1.46130777922837,0.717881515986939,0.472830345807717,0.54668832736974,1.04904584387597,"Dhrs7c",0.167628431621703
"Ankrd11",1795.4642387898,0.0345470988603033,0.0481255517079288,0.717853564982852,0.472847581715472,0.54668832736974,0.0345470988603033,"Ankrd11",0.0334090448874305
"Gm16299",7.78809078213222,-0.34952587093783,0.486915983729773,-0.717836100307213,0.472858351433951,0.54668832736974,-0.34952587093783,"Gm16299",-0.182821444530114
"Xrcc5",90.6483808390849,0.0993614227694684,0.138432717378529,0.717759678861001,0.472905478859193,0.546707670829248,0.0993614227694684,"Xrcc5",0.0829682275893548
"Micall2",15.4997965625799,0.186288459887224,0.259796379042692,0.717055644015005,0.473339763256608,0.54717456018596,0.186288459887224,"Micall2",0.130870826165525
"Mepce",147.592057621794,-0.0505386178302319,0.070499948315115,-0.716860352923075,0.473460267562448,0.547278687170835,-0.0505386178302319,"Mepce",-0.0473137731641985
"Porcn",88.5488469546934,-0.104443335309735,0.145737206086365,-0.716655259933009,0.473586838289155,0.547385063568397,-0.104443335309735,"Porcn",-0.0861817774802034
"Gm68484",7.34927967533882,-0.246268798785158,0.343656804892774,-0.716612606760391,0.473613163530045,0.547385063568397,-0.246268798785158,"Gm68484",-0.155500362270425
"Hnrnph1",204.853625846175,0.0541784423699473,0.0756202454568989,0.716454198774419,0.473710938878336,0.54745511346819,0.0541784423699473,"Hnrnph1",0.0503056118773865
"Fgfr1",651.166987643168,0.0645117959397437,0.0900479817927215,0.716415789176056,0.473734648394246,0.54745511346819,0.0645117959397437,"Fgfr1",0.0584746648217229
"Cdc37l1",680.947255402861,-0.0655654015020346,0.0915280025700787,-0.716342536283737,0.4737798678227,0.547472194195894,-0.0655654015020346,"Cdc37l1",-0.0592800179030756
"3110045C21Rik",14.016562539868,0.241502737653484,0.33724276453333,0.716109470836744,0.47392375623789,0.547603281491371,0.241502737653484,"3110045C21Rik",0.153739007188918
"Gm66906",8.63223019304504,-0.222053589195579,0.31023378794926,-0.715762105292982,0.474138255067994,0.547815934711436,-0.222053589195579,"Gm66906",-0.146290872253267
"Rad23b",629.363667376901,0.0340760778009169,0.0476412784705498,0.715263714469407,0.474446105432605,0.548136411376595,0.0340760778009169,"Rad23b",0.0329738400032072
"Srsf1",511.577476343187,-0.0384598782874207,0.0537856514078905,-0.715058333973781,0.474572998575302,0.548247797056675,-0.0384598782874207,"Srsf1",-0.036913871140151
"Anapc7",120.107329845541,-0.0563059063956176,0.0788320974618621,-0.714251024753688,0.475071970457537,0.548788982700658,-0.0563059063956176,"Anapc7",-0.0520059938145938
"Prickle3",68.6858362891994,-0.0718738983507722,0.100665976769071,-0.713984015827428,0.47523706343567,0.548944436642089,-0.0718738983507722,"Prickle3",-0.0639724313617013
"Gm26510",40.6267124150733,0.153057573915978,0.214396012474239,0.713901215557208,0.475288265658353,0.548968324308447,0.153057573915978,"Gm26510",0.114127273119559
"Zc3h8",47.8360011243981,0.0997909356256367,0.139802369881948,0.713800028639729,0.475350841968003,0.549005345382168,0.0997909356256367,"Zc3h8",0.0831329782656081
"Cabp1",8.25692234992231,0.200795403284833,0.281362078768697,0.713654818600849,0.475440651082474,0.549073812146486,0.200795403284833,"Cabp1",0.13720136546483
"Gm44220",44.0787380433376,-0.177354433674059,0.248544259815133,-0.713572841336086,0.47549135627124,0.549097112930627,-0.177354433674059,"Gm44220",-0.126390821749558
"Qtrt2",38.8854699720483,0.0969043378365471,0.135924223203899,0.712929127365189,0.475889614112708,0.549521738535642,0.0969043378365471,"Qtrt2",0.0812419601138036
"Gm11696",14.5640502312889,0.175281322421694,0.245996496576058,0.712535848523761,0.476133020817106,0.549767510587178,0.175281322421694,"Gm11696",0.125320019711819
"Emp2",299.399165780177,0.0739685794844346,0.103852810985683,0.712244365678576,0.476313468333427,0.549940559856529,0.0739685794844346,"Emp2",0.0654756011610634
"Ubr4",732.874084691928,-0.0401972111982423,0.0564569375021335,-0.711997727413451,0.476466183297375,0.550081569599242,-0.0401972111982423,"Ubr4",-0.0384373794350408
"Gm26801",7.29252231321004,-0.246748652336815,0.346629131936848,-0.711852033203515,0.476556407715568,0.550150420357651,-0.246748652336815,"Gm26801",-0.155160117658718
"Calr4",5.27958392149715,0.292229748457914,0.410656155120238,0.711616628204076,0.476702207333652,0.550279518433359,0.292229748457914,"Calr4",0.169126140158534
"Or2v1",6.64869804399245,0.322560703616083,0.453306752805577,0.711572685868259,0.476729426010708,0.550279518433359,0.322560703616083,"Or2v1",0.176424503104855
"Mcoln3",5.96668569750669,1.1272067176585,1.58505012087633,0.711148942744661,0.476991943832078,0.550547205400998,1.1272067176585,"Mcoln3",0.159897563040972
"Cst7",8.83854763216591,0.238216311930986,0.335087685605281,0.710907389809589,0.477141626388557,0.550684631174576,0.238216311930986,"Cst7",0.152008648033725
"Sarm1",5.00898536443191,0.517538973744391,0.728918316068168,0.710009561203002,0.477698207101446,0.551291623543574,0.517538973744391,"Sarm1",0.194619012373901
"Chid1",187.450214491506,-0.0813275168467085,0.114553198081975,-0.70995413666679,0.477732577439344,0.551295915425641,-0.0813275168467085,"Chid1",-0.0706763982785877
"Zxdb",53.615141088784,-0.0795814649598088,0.11212238641925,-0.709773199637725,0.477844791073025,0.551390030938566,-0.0795814649598088,"Zxdb",-0.069447504307199
"Cep57",221.969408508259,0.0730131953261798,0.102890089937391,0.709623204436974,0.477937826111174,0.551462005416704,0.0730131953261798,"Cep57",0.0647353096216581
"Cnbd2",37.3019514569644,-0.164737193556033,0.232250423542852,-0.709308474202362,0.478133070808618,0.551645116487297,-0.164737193556033,"Cnbd2",-0.119902240639272
"Wdr12",190.426295197262,0.0589809026842888,0.083157368149498,0.70926851097854,0.478157865341764,0.551645116487297,0.0589809026842888,"Wdr12",0.0540848561793214
"N4bp2l2",507.839851347915,0.0298856218190347,0.0421835810162586,0.708465737119758,0.478656082173849,0.552184484252379,0.0298856218190347,"N4bp2l2",0.0291119343755309
"Carmn",125.441595742478,-0.123403063756667,0.174197960737968,-0.708407051574456,0.478692514666597,0.552191095997526,-0.123403063756667,"Carmn",-0.0974058100514706
"Slc25a17",272.175464088751,-0.0562993540694782,0.0794904510701844,-0.708253045636512,0.478788130084074,0.552265972403781,-0.0562993540694782,"Slc25a17",-0.0519419017924467
"Trbc2",87.9935777709626,-0.322381382871352,0.455219956012176,-0.708188159621738,0.478828418039357,0.55227702493625,-0.322381382871352,"Trbc2",-0.1758331405817
"Srpk3",5.06917942451915,0.274870048872922,0.388240832991654,0.707988510005156,0.478952392801605,0.552384593583179,0.274870048872922,"Srpk3",0.163766441745691
"AI429214",50.731475174402,-0.11862527819374,0.167583915667698,-0.707855987975376,0.479034693581657,0.552444088148222,-0.11862527819374,"AI429214",-0.0945707878565455
"Mpp4",5.43753463421865,0.314674518664791,0.444967913539063,0.707184740944621,0.479451679864865,0.552889524527118,0.314674518664791,"Mpp4",0.173980073309717
"Arglu1",1285.91707087989,0.024833254849469,0.0351234946721764,0.707026879906145,0.479549773695493,0.552967190004304,0.024833254849469,"Arglu1",0.0243769855475044
"Icos",23.0797124929379,0.310219850379228,0.43905337588302,0.706565231972802,0.479836701566057,0.553262575445035,0.310219850379228,"Icos",0.172863836735121
"Slc22a15",70.1025894126641,0.0793872945505016,0.112377486664758,0.706434152485789,0.47991818841542,0.55332106005383,0.0793872945505016,"Slc22a15",0.0692446658568956
"Cfap46",6.33255631256832,-0.61312291400041,0.869019642196284,-0.705534011234611,0.480477973854195,0.553930955563204,-0.61312291400041,"Cfap46",-0.191615213828835
"Ldhal6b",9.72353416078812,-0.7954399231385,1.12761402292601,-0.70541861573736,0.480549762445455,0.553978209674654,-0.7954399231385,"Ldhal6b",-0.181282218443631
"Mfap1a",201.790904558342,0.047820082099391,0.0678164756845832,0.70513959353777,0.480723368848437,0.554142825873741,0.047820082099391,"Mfap1a",0.04495646426739
"Tmem209",121.731951827384,0.0528960396054926,0.0750669726471101,0.704651296571623,0.481027267300423,0.554457602516368,0.0528960396054926,"Tmem209",0.0491567185336559
"Cdc42bpb",239.876172312172,0.0519821907552537,0.073788298954072,0.704477423820393,0.481135504693053,0.554546823928821,0.0519821907552537,"Cdc42bpb",0.0484076384287375
"Zfp952",117.466912684126,0.0511394329525766,0.0726636317966033,0.70378305746847,0.48156788634213,0.555009611928076,0.0511394329525766,"Zfp952",0.0477090667221709
"Gimap6",122.439498248224,-0.160001680394095,0.227470842037619,-0.703394241480998,0.481810094216423,0.555253178354365,-0.160001680394095,"Gimap6",-0.117160608001632
"Plscr4",176.041853966209,-0.0595769063038143,0.0847819034724512,-0.702707816924317,0.482237855198364,0.55571053713466,-0.0595769063038143,"Plscr4",-0.0544804420204401
"Slc22a1",2.47655451107007,-0.882124361657903,1.255834984535,-0.702420598662115,0.482416903002928,0.555881249113374,-0.882124361657903,"Slc22a1",-0.174159531746919
"Gm50462",14.3763595966317,-0.173672807885482,0.24731815937919,-0.702224245568663,0.482539327536775,0.555986697314313,-0.173672807885482,"Gm50462",-0.123883742997988
"Zdhhc12",72.8602055912758,-0.0929506249032046,0.13244967872943,-0.701780674705035,0.482815952450881,0.556269791863528,-0.0929506249032046,"Zdhhc12",-0.0783589602776095
"Ctsl",884.380034331238,-0.0564432375294743,0.0804501727869515,-0.701592496003054,0.482933332701281,0.556369390338538,-0.0564432375294743,"Ctsl",-0.0519901139268218
"Ogfr",177.534468763818,-0.0479493216426328,0.0683541660139334,-0.701483529663118,0.483001309733185,0.556407489572388,-0.0479493216426328,"Ogfr",-0.0450395996692575
"Gm10638",27.7433685648548,0.226581597560106,0.323023349186422,0.701440308048263,0.483028274334664,0.556407489572388,0.226581597560106,"Gm10638",0.146726325492909
"Tmco6",30.6210895344171,-0.112020143617208,0.159769768202261,-0.701134794633962,0.483218897823045,0.556591424671489,-0.112020143617208,"Tmco6",-0.0903656241962025
"Clec9a",15.9107242936198,-0.207962767685251,0.296653712888279,-0.701028703333879,0.483285102484995,0.556632034662853,-0.207962767685251,"Clec9a",-0.13925153331404
"Txndc9",406.650882000438,-0.0329852267579153,0.0470568248074469,-0.700965840616924,0.483324333330495,0.556641573879892,-0.0329852267579153,"Txndc9",-0.0319415427593182
"Hephl1",17.2712033149579,-0.519992320482451,0.74221105878229,-0.700598993142971,0.483553306951764,0.556869623436704,-0.519992320482451,"Hephl1",-0.191961851792198
"Mylpf",116.118736246197,0.670250134253853,0.957577070174397,0.699943801005788,0.483962401850465,0.557284105203627,0.670250134253853,"Mylpf",0.187188704735292
"Thg1l",27.9345887593835,0.102631905223317,0.146633068241107,0.699923328717098,0.483975187550353,0.557284105203627,0.102631905223317,"Thg1l",0.0845294147947214
"Zfp763",50.4242708261517,0.0908546495973512,0.12981627552843,0.699871023317521,0.484007855034903,0.557286043189153,0.0908546495973512,"Zfp763",0.0769266666358438
"Atp11b",269.021841000261,-0.0500793343317639,0.071626458446159,-0.699173677132287,0.484443498794485,0.557751937608348,-0.0500793343317639,"Atp11b",-0.0467970201473417
"Gja4",66.7310084881338,-0.110927579616094,0.158680630325417,-0.69906187912543,0.484513360632293,0.557796665450453,-0.110927579616094,"Gja4",-0.0896307310401623
"Gm72001",4.51440944578229,-0.281497691410736,0.402797125556717,-0.698857249841767,0.484641246266243,0.557908183265786,-0.281497691410736,"Gm72001",-0.164451164853862
"Hdac10",60.4211454596141,-0.0796009415320405,0.11395591967063,-0.698523971041728,0.484849572178126,0.558103094639858,-0.0796009415320405,"Hdac10",-0.0692358041166116
"Cmas",256.204204639914,-0.0392129954007143,0.0561398989944495,-0.698487102810628,0.48487262075183,0.558103094639858,-0.0392129954007143,"Cmas",-0.037512328441365
"Hoatz",4.48737132951371,1.05202413444725,1.50729706981166,0.697954076550218,0.485205914203237,0.558450986936675,1.05202413444725,"Hoatz",0.160533186854201
"Srfbp1",85.5617469549977,-0.0634153506464593,0.0908859364060457,-0.697746572837654,0.485335696750946,0.558564617466247,-0.0634153506464593,"Srfbp1",-0.0573910509572689
"Gnai2",1805.12720727913,-0.0334668410842786,0.0479726769596377,-0.697622963847447,0.485413016538577,0.558617858817765,-0.0334668410842786,"Gnai2",-0.0323701402936133
"Gpr107",282.107448351079,0.0373212098300773,0.0535305148648944,0.697195047054418,0.485680738169702,0.558890195567515,0.0373212098300773,"Gpr107",0.0358327318048391
"Ggps1",410.442998456967,-0.0340939022956329,0.0489593863512371,-0.696371111578923,0.486196449681461,0.559447850039714,-0.0340939022956329,"Ggps1",-0.0329347285071403
"Mall",127.135981627067,0.103488923605997,0.148667437955974,0.696110224463835,0.486359803892428,0.559600014893117,0.103488923605997,"Mall",0.0849487912127719
"Slc8a2",5.00959142935573,0.454838329138799,0.653751735891935,0.695735558572931,0.486594452469954,0.559834185512991,0.454838329138799,"Slc8a2",0.18920317013295
"Gm15545",10.7087644292885,-0.244153935920805,0.350998747086733,-0.695597742006964,0.48668078065785,0.559897692267628,-0.244153935920805,"Gm15545",-0.152497767146772
"Gm59951",4.1241753299641,-0.377898595560406,0.543311329757162,-0.69554705536752,0.486712532810418,0.559898408386836,-0.377898595560406,"Gm59951",-0.182803009728345
"Gm36827",9.42149890211942,0.440241366753551,0.633386047343528,0.695060095813539,0.487017640922425,0.56021356418718,0.440241366753551,"Gm36827",0.188283598001759
"Spc24",17.5663855740767,0.231111675004496,0.332572767874265,0.694920622881159,0.487105047749838,0.560278275169699,0.231111675004496,"Spc24",0.147785359485137
"Fbxo10",54.8897122664189,0.19669446163932,0.283125481590259,0.694725393611792,0.487227410959276,0.56038318285673,0.19669446163932,"Fbxo10",0.13393694186057
"Rai1",145.831506836135,0.0563245989385474,0.0812304986208518,0.693392259001706,0.488063418873386,0.5613088210152,0.0563245989385474,"Rai1",0.0518113215445312
"Srgn",289.14894137548,0.0876503001505207,0.126483306698236,0.692979195741907,0.488322607522107,0.561570998650423,0.0876503001505207,"Srgn",0.0746210951076604
"ENSMUSG00000144223_Tsc22d4",283.415189289231,0.0432077018370814,0.0623617155395949,0.692856209346066,0.488399793277325,0.561623852815419,0.0432077018370814,"ENSMUSG00000144223_Tsc22d4",0.0409598359866776
"Gm66066",9.03402682879563,0.177405404849188,0.256068673218825,0.692804014716728,0.488432552399684,0.561625616127139,0.177405404849188,"Gm66066",0.125050539991845
"Il12b",8.31102064020104,0.313306721917929,0.452474401532657,0.692429717253998,0.488667508906344,0.561859861611552,0.313306721917929,"Il12b",0.171317421626545
"Aplnr",55.3074029667601,-0.142799017051638,0.206246710244999,-0.692369914080121,0.48870505459777,0.561867112758597,-0.142799017051638,"Aplnr",-0.107567580254506
"Cep83os",71.557064107055,0.123687359231211,0.178719584270414,0.692075016490995,0.488890220245078,0.562044071673249,0.123687359231211,"Cep83os",0.0969186819510977
"Rad17",232.050342016101,-0.0348715332902238,0.0504301560737779,-0.691481764189024,0.489262836746575,0.562436493782685,-0.0348715332902238,"Rad17",-0.0336209052283069
"Nde1",154.135764077777,-0.0459155581377523,0.0664081908058743,-0.691414079807919,0.489305358422968,0.562449426509587,-0.0459155581377523,"Nde1",-0.0432589469359526
"Gm15327",24.897474285827,-0.286482231682593,0.414677703393821,-0.690855161340853,0.489656566449544,0.562790792749893,-0.286482231682593,"Gm15327",-0.16467960432541
"Gm8292",125.42620641347,-0.0662460868629223,0.0958918221269873,-0.690841881961468,0.489664912473206,0.562790792749893,-0.0662460868629223,"Gm8292",-0.0594371794472617
"Mcrs1",22.5661248434187,0.119096669642852,0.172430296949506,0.690694569050868,0.489757503037979,0.562861242788568,0.119096669642852,"Mcrs1",0.0941981883626806
"Gm64856",18.7634927248808,0.140062135302299,0.202879702995912,0.69037036842035,0.489961305999873,0.563035147367515,0.140062135302299,"Gm64856",0.10599275553339
"Amdhd2",145.683678790913,-0.0585248827258095,0.0847751445159512,-0.690354266689542,0.489971429255884,0.563035147367515,-0.0585248827258095,"Amdhd2",-0.0535151631752439
"Zfp235",32.7112139538915,-0.0925491354838453,0.134084615975375,-0.690229336233788,0.49004997761619,0.563089433169666,-0.0925491354838453,"Zfp235",-0.0777904439497006
"Akap8l",282.983704834475,0.0640557291741161,0.0928356191650367,0.689990865039014,0.490199932008563,0.563225755532516,0.0640557291741161,"Akap8l",0.0577741437048183
"Trbc1",34.3180389311996,-0.389722966618029,0.564889307020473,-0.689910327164158,0.490250581049913,0.563247968748881,-0.389722966618029,"Trbc1",-0.182978627864683
"Rgl2",115.864849260837,0.0579611577085372,0.0840409945868807,0.689677198532171,0.49039720795479,0.563380440870903,0.0579611577085372,"Rgl2",0.0530651059879597
"Gm56915",35.0967377298598,-0.101834072075022,0.14769231694897,-0.689501486459903,0.490507738136181,0.563471429911053,-0.101834072075022,"Gm56915",-0.0837074455062763
"Ilf3",313.935172414133,0.0536919441600772,0.077919818509383,0.689066596755634,0.490781359384234,0.563723953417401,0.0536919441600772,"Ilf3",0.0496605770634157
"4933431K23Rik",5.02410562763238,-0.304318098124324,0.441647204190211,-0.689052472736269,0.490790247223567,0.563723953417401,-0.304318098124324,"4933431K23Rik",-0.168779659320819
"H2-T10",49.3232666930178,-0.148370230250743,0.215419601902835,-0.688749904559129,0.490980665451466,0.563906657012137,-0.148370230250743,"H2-T10",-0.110343199640808
