"pathway_id","pathway_name","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","geneID","Count","contrast","tissue","direction","database","analysis_type","logFC_cutoff","fdr_cutoff"
"GO:0051606","detection of stimulus","18/818","140/15043",0.128571428571429,2.36442542787286,3.88937911708108,0.000584379964087897,0.0141553027934756,"Tspo,Kcnk2,Pnpla2,Ffar4,Pkd2l2,Rbp4,Otop1,Cabp4,Trpv1,Adora1,Grin2b,Kcnk3,Tmem120a,Opn3,Azgp1,Chrna5,Ttr,Calca",18,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0042593","glucose homeostasis","27/818","254/15043",0.106299212598425,1.95483992068229,3.68028395559084,0.000673338276064879,0.0161302569113179,"Adissp,Slc2a4,Klf15,Hk2,Pparg,Cebpa,Pck1,Mlxipl,Pde3b,Adipoq,Adipor2,Rbp4,Apoc3,Pla2g6,Kcnb1,Sh2b2,Sybu,Aacs,Fcor,Ffar2,Sucnr1,Fabp5,Adcy5,Cnr1,Lep,Guca2b,Slc2a2",27,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:1990748","cellular detoxification","13/818","88/15043",0.147727272727273,2.71670093354079,3.87298733827723,0.000901427955016421,0.0207074506286167,"Gstk1,Mgst3,Mgst2,Txnrd2,Gpx8,Gpx4,Prxl2a,Nos3,Aifm2,Gsto2,Slc22a3,Gstm6,Gstm7",13,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0005978","glycogen biosynthetic process","8/818","40/15043",0.2,3.67799511002445,4.06681135199504,0.00120220964765323,0.026860327881129,"Gbe1,Acadm,Pgm1,Gys1,Gys2,Sorbs1,Ppp1r3b,Prkag3",8,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:1901292","nucleoside phosphate catabolic process","20/818","174/15043",0.114942528735632,2.1137902931175,3.54356561212259,0.00125288972502481,0.027614366777236,"Nudt12,Arl2,Nudt19,Dpyd,Dhtkd1,Hk2,Pfkfb1,Sik2,Ppara,Pde1a,Mlxipl,Tkfc,Upp2,Pfkfb3,Enpp5,Gpd1,Ppargc1a,Vnn1,Prkag3,Aldob",20,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0009636","response to toxic substance","22/818","201/15043",0.109452736318408,2.0128331447895,3.4665145441877,0.00140168852490547,0.0303471767803648,"Gstk1,Fmc1,Mgst3,Ces1d,Pon1,Mgst2,Txnrd2,Gpx8,Alad,Gpx4,Oscp1,Prxl2a,Nos3,Aifm2,Gsto2,Ephx2,Cyp2f2,Gstp1,Slc22a3,Gstm6,Cyp1a1,Gstm7",22,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0009410","response to xenobiotic stimulus","34/818","363/15043",0.09366391184573,1.72247704877178,3.34131673935706,0.00142176661074352,0.0304953555319616,"Cyp2u1,Dpyd,Gsta4,Slc1a3,Acacb,Tspo,Srebf1,Gnpat,Bche,Alad,Adipoq,Adipor2,Rorc,Nnmt,Adra1a,Gstm4,Aacs,Sult1a1,Gsto2,Agpat2,Adora2a,Kcnk3,Kcnh2,Acsl1,Cyp2f2,Gstp1,Nos2,Gstm6,Cyp1a1,Cyp2c29,Fmo4,Gstm7,Ccno,Slco1b2",34,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0046184","aldehyde biosynthetic process","6/818","24/15043",0.25,4.59749388753056,4.22949468350651,0.00146812703705305,0.0304953555319616,"Pck1,Tkt,Pcx,Gpd1,Bmp6,Slc25a10",6,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0071332","cellular response to fructose stimulus","3/818","5/15043",0.6,11.0339853300733,5.38104631595829,0.00147489636515693,0.0304953555319616,"Ppara,Slc2a5,Pck1",3,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0120188","regulation of bile acid secretion","3/818","5/15043",0.6,11.0339853300733,5.38104631595829,0.00147489636515693,0.0304953555319616,"Ces1f,Ces1d,Ces1c",3,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
