"","baseMean","log2FoldChange","lfcSE","stat","pvalue","logFC","P.Value","adj.P.Val","gene_name","log2FoldChange_shrunk"
"Otub2",46.8984055365347,-0.0595738018610086,0.192963801895084,-0.308730452426509,0.757526576990944,-0.0595738018610086,0.757526576990944,0.940306113258828,"Otub2",-0.00658061748252741
"Gm56897",15.5997950831891,0.10199311717532,0.330461919244325,0.308638034326468,0.757596885196453,0.10199311717532,0.757596885196453,0.940306113258828,"Gm56897",0.00417792587357604
"Sos2",153.956894799186,0.0353084340803276,0.114406277672566,0.308623222419502,0.75760815372321,0.0353084340803276,0.75760815372321,0.940306113258828,"Sos2",0.0093227641873616
"Rab29",95.9302325093062,-0.043638780559918,0.141416667222788,-0.308583008049323,0.757638748065667,-0.043638780559918,0.757638748065667,0.940306113258828,"Rab29",-0.00822717374854567
"Nup85",197.892112553924,0.0309367458249072,0.100282494992254,0.308495972575241,0.757704964330303,0.0309367458249072,0.757704964330303,0.940306113258828,"Nup85",0.00565920466864412
"Jak3",65.8488846600258,0.0532186277880155,0.17254505152371,0.308433231310042,0.757752698754086,0.0532186277880155,0.757752698754086,0.940306113258828,"Jak3",0.00723599167721379
"Rad21",581.69016972903,-0.0211985390621769,0.0687569339902636,-0.308311290686387,0.757845475512103,-0.0211985390621769,0.757845475512103,0.940324430342535,"Rad21",-0.0105339994012374
"Cep63",163.67282245196,-0.0340741130726657,0.110730364300484,-0.307721493448719,0.758294263414414,-0.0340741130726657,0.758294263414414,0.940720122415946,"Cep63",-0.00884325399004575
"Gm10503",37.2564700436669,-0.0667778546338524,0.217031738316952,-0.307687046842569,0.758320477009319,-0.0667778546338524,0.758320477009319,0.940720122415946,"Gm10503",-0.00598066460258743
"Idh3a",915.119978055695,0.0177610957790561,0.0577511101378227,0.307545530062874,0.758428173074728,0.0177610957790561,0.758428173074728,0.940720268940755,"Idh3a",0.011139861443299
"Greb1",42.4232030418829,-0.0633472047961239,0.206043192088679,-0.307446240538052,0.758503736461395,-0.0633472047961239,0.758503736461395,0.940720268940755,"Greb1",-0.00624170745909791
"Gm54019",11.5888956677037,-0.119455025650694,0.388624268695532,-0.307379222742986,0.758554741046644,-0.119455025650694,0.758554741046644,0.940720268940755,"Gm54019",-0.00354588536273003
"Mtbp",49.9641950538678,0.0570767362469847,0.185914034236046,0.307006065903111,0.758838755121203,0.0570767362469847,0.758838755121203,0.940975670316447,"Mtbp",0.00676532189638222
"Cul3",524.277437618312,0.0210647838151895,0.0687272851466153,0.30649812181948,0.759225409642307,0.0210647838151895,0.759225409642307,0.941136139007694,"Cul3",0.010395629089779
"Sesn1",113.627040280517,-0.0387414788240842,0.126435425535341,-0.306413164348905,0.759290086399778,-0.0387414788240842,0.759290086399778,0.941136139007694,"Sesn1",-0.00865321158561034
"Yju2b",156.743558016054,0.0337541796523032,0.110178806615063,0.306358188923137,0.759331939205498,0.0337541796523032,0.759331939205498,0.941136139007694,"Yju2b",0.00941103566573087
"Asb8",272.670978789835,0.026552190595023,0.0867021425844023,0.306246071937324,0.759417296080073,0.026552190595023,0.759417296080073,0.941136139007694,"Asb8",0.0102166249504732
"Galnt15",73.9964657975391,0.0470072624582376,0.153530057601213,0.306176283606541,0.759470428793971,0.0470072624582376,0.759470428793971,0.941136139007694,"Galnt15",0.0077956975192482
"Ccz1",377.544444889652,0.0255629594948005,0.0835338662860629,0.306019110946688,0.759590094933127,0.0255629594948005,0.759590094933127,0.941136139007694,"Ccz1",0.0102678507018653
"Nt5c3b",86.1140565530158,0.044458901491001,0.145291439834721,0.305998079044271,0.759606108374653,0.044458901491001,0.759606108374653,0.941136139007694,"Nt5c3b",0.00805894123146451
"Birc3",41.5921822536266,-0.0626399954422659,0.204766779408434,-0.305908974215599,0.759673952879528,-0.0626399954422659,0.759673952879528,0.941136139007694,"Birc3",-0.00625326199455895
"Eogt",85.4024837316723,0.0444718785997508,0.145390926333526,0.305877950717038,0.759697574636137,0.0444718785997508,0.759697574636137,0.941136139007694,"Eogt",0.00805777646088708
"Aldh3a2",132.817771760074,-0.0368831413820662,0.120607863643619,-0.305810419551507,0.759748994652357,-0.0368831413820662,0.759748994652357,0.941136139007694,"Aldh3a2",-0.00894266939571084
"Cish",260.685542017839,0.0269444035361538,0.088189940799692,0.305526948899459,0.759964848288976,0.0269444035361538,0.759964848288976,0.941280146793126,"Cish",0.0101452712480128
"Hic1",21.0322329107087,-0.0869876562350562,0.284782797022138,-0.305452636692426,0.760021437699386,-0.0869876562350562,0.760021437699386,0.941280146793126,"Hic1",-0.00468195532350209
"Nmd3",172.012401782616,0.0329002669832617,0.107748923922256,0.305341954106199,0.760105725860216,0.0329002669832617,0.760105725860216,0.941287816068344,"Nmd3",0.00945502604169221
"Cimap1c",71.0553094112721,-0.0493288724494892,0.161697210025539,-0.305069409927964,0.760313288695258,-0.0493288724494892,0.760313288695258,0.941353071217346,"Cimap1c",-0.00745565392917177
"Ube2l6",28.3173206257697,0.0781485671472037,0.256175264901954,0.305058988334075,0.760321225863393,0.0781485671472037,0.760321225863393,0.941353071217346,"Ube2l6",0.00517929676117304
"Cdo1",1060.9876079736,0.0159994383305848,0.0524805186473545,0.304864333336602,0.760469481281827,0.0159994383305848,0.760469481281827,0.941353071217346,"Cdo1",0.0101109914003202
"Tstd1",47.7360975778411,0.0590383028272002,0.193768728238265,0.304684369681183,0.760606555135656,0.0590383028272002,0.760606555135656,0.941353071217346,"Tstd1",0.00654646987122684
"Nr3c2",26.2619256990925,-0.079935528744506,0.262405896180427,-0.3046255054023,0.760651392228757,-0.079935528744506,0.760651392228757,0.941353071217346,"Nr3c2",-0.00503819097537579
"Gm36738",30.920892532377,-0.0727421640558206,0.238844506359616,-0.304558665235935,0.76070230555343,-0.0727421640558206,0.76070230555343,0.941353071217346,"Gm36738",-0.00545744657611329
"Odf2",211.229595947893,0.02937482065666,0.0964677785105955,0.304503960909949,0.760743975567325,0.02937482065666,0.760743975567325,0.941353071217346,"Odf2",0.00980888109561199
"2810001G20Rik",91.7990287060952,-0.0422739100848814,0.138866490315052,-0.304421246543877,0.760806983032146,-0.0422739100848814,0.760806983032146,0.941353071217346,"2810001G20Rik",-0.00835231822734081
"Nsmce4a",203.440625956518,0.0299610416178923,0.0984427509672736,0.304349902085249,0.760861330772371,0.0299610416178923,0.760861330772371,0.941353071217346,"Nsmce4a",0.00768194544293816
"Abraxas2",197.156680538597,-0.0303235955908099,0.0997052586041667,-0.304132359870763,0.761027054189015,-0.0303235955908099,0.761027054189015,0.941444162400492,"Abraxas2",-0.00950172045036702
"AA986860",20.9818234179617,-0.0899347773837801,0.295797802300513,-0.304041398158907,0.761096351971103,-0.0899347773837801,0.761096351971103,0.941444162400492,"AA986860",-0.00451829193002473
"Mtmr6",205.897156364815,-0.0289882458195039,0.0954015663189791,-0.303855030247413,0.761238339485419,-0.0289882458195039,0.761238339485419,0.941444162400492,"Mtmr6",-0.00967260226425377
"4933412E12Rik",38.2408389053449,-0.0639703838651932,0.210537522257267,-0.303843149569436,0.761247391251571,-0.0639703838651932,0.761247391251571,0.941444162400492,"4933412E12Rik",-0.00603312458173439
"Tada2a",178.694769596797,-0.0311337059754332,0.102598790950288,-0.303451002561213,0.76154618234906,-0.0311337059754332,0.76154618234906,0.941447752073937,"Tada2a",-0.00955241397877605
"Cntnap1",19.4038728313642,0.0921878789052634,0.303898431222172,0.303350953588396,0.761622419002592,0.0921878789052634,0.761622419002592,0.941447752073937,"Cntnap1",0.00443288143403089
"Col27a1",148.861651159037,0.0353810331181534,0.116679200795515,0.303233420154807,0.761711981654869,0.0353810331181534,0.761711981654869,0.941447752073937,"Col27a1",0.00904231318625979
"Vps41",330.398327539158,0.0251847367817504,0.0830575208245151,0.303220425215448,0.761721884235228,0.0251847367817504,0.761721884235228,0.941447752073937,"Vps41",0.0102285376726495
"Zfp532",125.713948299548,0.0361980950580611,0.11940802281208,0.30314625605206,0.761778404376322,0.0361980950580611,0.761778404376322,0.941447752073937,"Zfp532",0.00894175696663553
"N4bp2",75.4783042320139,0.0465943590390679,0.153750677764857,0.303051405798213,0.761850686263095,0.0465943590390679,0.761850686263095,0.941447752073937,"N4bp2",0.00771478843731744
"Fam13b",81.2862614262703,-0.045572314491316,0.150388033814951,-0.303031520096815,0.76186584068757,-0.045572314491316,0.76186584068757,0.941447752073937,"Fam13b",-0.0077612907365492
"Ncdn",101.140146090323,-0.0403138486490754,0.13304316070415,-0.30301331113684,0.761879717387012,-0.0403138486490754,0.761879717387012,0.941447752073937,"Ncdn",-0.00855960907053853
"Topaz1",32.5883449535891,0.0697214797546446,0.230167101429977,0.302916790981338,0.761953274826288,0.0697214797546446,0.761953274826288,0.941447752073937,"Topaz1",0.0056574542383186
"mt-Tv",53.3460668034298,-0.0574744878818449,0.189835920567958,-0.302758759827385,0.762073714076455,-0.0574744878818449,0.762073714076455,0.941500048766247,"mt-Tv",-0.00653288846194867
"1700112J16Rik",9.7968003734721,-0.129277160176515,0.427156808767467,-0.302645673727024,0.762159903184209,-0.129277160176515,0.762159903184209,NA,"1700112J16Rik",-0.0031687206039515
"Spa17",47.1668418495195,-0.0585867171694328,0.193670775943579,-0.302506750871388,0.762265787935233,-0.0585867171694328,0.762265787935233,0.941640826276865,"Spa17",-0.00645985384885105
"Psma3",362.951129763491,-0.0235296880207611,0.0778743645196432,-0.302149342288705,0.762538219415877,-0.0235296880207611,0.762538219415877,0.941804916249824,"Psma3",-0.0101696941848377
"Pdpn",81.6022614286926,0.0454712720278826,0.150599469767231,0.301935140264197,0.762701507086757,0.0454712720278826,0.762701507086757,0.941804916249824,"Pdpn",0.00777531557300241
"Atg10",121.314173217146,-0.0382942994614983,0.126843295917125,-0.301902431536614,0.762726442103528,-0.0382942994614983,0.762726442103528,0.941804916249824,"Atg10",-0.0085608636128704
